SUCCESS 100 out of 100 items returned
Mission|Sensor|Product|COLLECTION|Status|Start|Stop|Orbit|Track|Frame|Swath|Station|PASSTIME|Pass|SCENE_CENTER|FOOTPRINT|ACQUISITIONDESCRIPTOR|THUMBNAIL_URL|PRODUCT_TYPE|CLOUD_COVER_PERCENTAGE|SNOW_COVER_PERCENTAGE|IMAGE_QUALITY_DEGRATATION
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-01 05:29:29.94|2011-09-01 05:32:02.53|49703|120||I6||2301666/2454256|D|38.2 68.83|42.76 69.39 42.65 70.29 39.38 69.54 35.83 68.75 33.62 68.26 33.74 67.48 35.94 67.94 39.5 68.69 42.76 69.39|ENVISAT-1-11090105292994-23259.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110901T052929940-20110901T053202530_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-01 05:47:09.97|2011-09-01 05:47:46.11|49703|120||I6||3361696/3397836|D|-21.22 55.65|-20.06 55.6 -20.23 56.29 -22.37 55.69 -22.19 54.99 -20.06 55.6|ENVISAT-1-11090105470997-3614.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110901T054709970-20110901T054746110_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-01 07:17:29.40|2011-09-01 07:18:02.03|49704|121||I2||2767112/2799742|D|13.6 41.41|14.67 41.15 14.48 42.08 12.53 41.66 12.73 40.74 14.67 41.15|ENVISAT-1-11090107172940-3263.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110901T071729400-20110901T071802030_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-01 08:51:06.69|2011-09-01 08:51:39.29|49705|122||I2||2370438/2403038|D|37.18 21.81|38.24 21.48 38.05 22.64 36.12 22.12 36.31 20.99 38.24 21.48|ENVISAT-1-11090108510669-3260.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110901T085106690-20110901T085139290_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-01 17:12:36.09|2011-09-01 17:14:38.26|49710|127||I6||2390050/2512220|D|33.86 -107.5|37.53 -107.14 37.42 -106.31 34.05 -107.05 30.49 -107.81 30.18 -107.88 30.3 -108.64 30.61 -108.57 34.17 -107.84 37.53 -107.14|ENVISAT-1-11090117123609-20217.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110901T171236090-20110901T171438260_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 04:00:47.43|2011-09-02 04:01:19.98|49716|133||I6||5197688/5230238|A|-45.76 -72.32|-46.56 -71.35 -46.8 -72.28 -44.95 -73.26 -44.71 -72.36 -46.56 -71.35|ENVISAT-1-11090204004743-3255.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T040047430-20110902T040119980_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 04:01:51.43|2011-09-02 04:02:37.60|49716|133||I6||5261688/5307858|A|-41.71 -74.35|-42.91 -73.28 -43.14 -74.15 -40.49 -75.37 -40.27 -74.53 -42.91 -73.28|ENVISAT-1-11090204015143-4617.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T040151430-20110902T040237600_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 06:32:48.42|2011-09-02 06:38:52.51|49718|135||I6||2290641/2654731|D|32.58 51.77|43.42 53.67 43.3 54.57 39.97 53.8 36.42 53.01 32.86 52.23 29.31 51.48 25.74 50.74 22.18 50 21.71 49.9 21.84 49.2 22.3 49.3 25.87 50.01 29.43 50.73 32.98 51.45 36.54 52.19 40.09 52.94 43.42 53.67|ENVISAT-1-11090206324842-60409.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T063248420-20110902T063852510_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 09:47:02.39|2011-09-02 09:48:26.27|49720|137||I6||1916724/2000604|D|62.9 9.66|65.41 9.89 65.29 11.48 62.35 10.19 60.38 9.42 60.49 8.07 62.47 8.76 65.41 9.89|ENVISAT-1-11090209470239-12388.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T094702390-20110902T094826270_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 09:51:10.75|2011-09-02 09:56:19.40|49720|137||I6||2165084/2473734|D|41.66 3.61|50.83 5.3 50.71 6.35 47.66 5.54 44.11 4.66 40.57 3.82 37.01 3.02 33.46 2.24 32.46 2.02 32.58 1.24 33.58 1.46 37.13 2.19 40.68 2.95 44.23 3.74 47.77 4.56 50.83 5.3|ENVISAT-1-11090209511075-50865.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T095110750-20110902T095619400_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 12:44:53.19|2011-09-02 12:46:40.76|49722|139||I6||559687/667257|A|37.53 139.98|34.41 141.07 34.29 140.27 37.28 139.62 40.66 138.85 40.77 139.72 37.39 140.45 34.41 141.07|ENVISAT-1-11090212445319-14757.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T124453190-20110902T124640760_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 16:34:54.23|2011-09-02 16:35:40.79|49724|141||I6||2332719/2379279|D|39.49 -97.1|40.93 -97.23 40.82 -96.36 38.06 -96.98 38.17 -97.82 40.93 -97.23|ENVISAT-1-11090216345423-4656.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T163454230-20110902T163540790_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-02 18:12:12.97|2011-09-02 18:16:33.23|49725|142||I6||2157416/2417676|D|43.54 -121.24|51.28 -119.87 51.16 -118.82 47.66 -119.75 44.11 -120.63 40.57 -121.47 37.01 -122.27 35.78 -122.54 35.89 -123.35 37.13 -123.1 40.68 -122.34 44.23 -121.55 47.77 -120.73 51.28 -119.87|ENVISAT-1-11090218121297-42026.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110902T181212970-20110902T181633230_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 00:56:47.93|2011-09-03 00:58:19.50|49729|146||I6||2376661/2468231|D|35.56 136.76|38.32 136.92 38.21 137.76 35.24 137.11 32.78 136.57 32.9 135.79 35.35 136.3 38.32 136.92|ENVISAT-1-11090300564793-13157.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T005647930-20110903T005819500_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 02:36:04.78|2011-09-03 02:36:36.35|49730|147||I2||2319567/2351137|D|40.22 116.17|41.25 115.82 41.05 117.03 39.19 116.5 39.38 115.33 41.25 115.82|ENVISAT-1-11090302360478-3157.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T023604780-20110903T023636350_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 04:16:05.87|2011-09-03 04:18:23.45|49731|148||I6||2306654/2444234|D|38.35 87.23|42.46 87.7 42.35 88.59 39.38 87.91 35.83 87.12 34.21 86.76 34.33 85.97 35.94 86.31 39.5 87.06 42.46 87.7|ENVISAT-1-11090304160587-21758.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T041605870-20110903T041823450_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 05:56:14.88|2011-09-03 06:01:02.34|49732|149||I6||2301620/2589080|D|34.2 61.3|42.76 62.71 42.65 63.61 39.38 62.86 35.83 62.07 32.27 61.3 28.71 60.55 25.61 59.9 25.74 59.17 28.83 59.8 32.39 60.52 35.94 61.26 39.5 62.01 42.76 62.71|ENVISAT-1-11090305561488-44746.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T055614880-20110903T060102340_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 07:39:14.98|2011-09-03 07:40:47.24|49733|150||I6||2467736/2559996|D|30.14 35.39|32.93 35.57 32.81 36.35 29.31 35.61 27.34 35.2 27.46 34.46 29.43 34.86 32.93 35.57|ENVISAT-1-11090307391498-13226.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T073914980-20110903T074047240_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 09:15:22.87|2011-09-03 09:16:39.67|49734|151||I6||2221693/2298493|D|45.16 13.62|47.49 13.68 47.38 14.65 44.11 13.85 42.84 13.53 42.95 12.64 44.23 12.93 47.49 13.68|ENVISAT-1-11090309152287-11680.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T091522870-20110903T091639670_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 09:15:51.37|2011-09-03 09:17:13.58|49734|151||I6||2250193/2332403|D|43.32 13.18|45.81 13.28 45.69 14.23 42.34 13.42 40.84 13.07 40.95 12.19 42.45 12.53 45.81 13.28|ENVISAT-1-11090309155137-12221.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T091551370-20110903T091713580_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 09:19:50.59|2011-09-03 09:22:19.98|49734|151||I6||2489413/2638803|D|27.16 9.72|31.65 10.25 31.53 11.02 28.12 10.3 24.55 9.56 22.66 9.17 22.79 8.46 24.68 8.84 28.24 9.56 31.65 10.25|ENVISAT-1-11090309195059-22939.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T091950590-20110903T092219980_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 11:45:39.76|2011-09-03 11:46:26.81|49735|152||I6||5224709/5271759|A|-43.8 170.56|-45.02 171.69 -45.26 170.79 -42.57 169.46 -42.34 170.33 -45.02 171.69|ENVISAT-1-11090311453976-4705.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T114539760-20110903T114626810_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 13:27:33.90|2011-09-03 13:28:06.53|49736|153||I6||5324936/5357566|A|-38.46 143.06|-39.29 143.87 -39.51 143.04 -37.62 142.26 -37.42 143.07 -39.29 143.87|ENVISAT-1-11090313273390-3263.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T132733900-20110903T132806530_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 13:49:15.80|2011-09-03 13:50:16.86|49737|154||I2||612873/673933|A|38.82 120.45|37.1 121.49 36.91 120.36 40.3 119.43 40.53 119.36 40.72 120.55 40.49 120.62 37.1 121.49|ENVISAT-1-11090313491580-10106.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T134915800-20110903T135016860_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 15:58:19.05|2011-09-03 15:59:35.21|49738|155||I6||2342088/2418248|D|38.06 -88.23|40.37 -88.16 40.26 -87.3 37.01 -88.02 35.75 -88.3 35.86 -89.11 37.13 -88.85 40.37 -88.16|ENVISAT-1-11090315581905-11616.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T155819050-20110903T155935210_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 17:37:04.79|2011-09-03 17:39:59.95|49739|156||I6||2253785/2428945|D|40.36 -112.78|45.59 -112.05 45.48 -111.12 42.34 -111.87 38.79 -112.69 35.24 -113.47 35.12 -113.5 35.23 -114.31 35.35 -114.28 38.9 -113.53 42.45 -112.76 45.59 -112.05|ENVISAT-1-11090317370479-25516.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T173704790-20110903T173959950_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 17:40:15.51|2011-09-03 17:40:47.15|49739|156||I2||2444505/2476145|D|32.82 -111.27|33.85 -111.58 33.66 -110.49 31.78 -110.96 31.97 -112.03 33.85 -111.58|ENVISAT-1-11090317401551-3164.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T174015510-20110903T174047150_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 22:01:45.47|2011-09-03 22:02:18.11|49742|159||I4||92564/125204|A|7.34 3.9|6.45 4.49 6.29 3.72 8.23 3.31 8.39 4.08 6.45 4.49|ENVISAT-1-11090322014547-3264.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T220145470-20110903T220218110_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-03 22:01:59.75|2011-09-03 22:02:18.11|49742|159||I4||106844/125204|A|7.77 3.81|7.3 4.31 7.14 3.55 8.23 3.31 8.39 4.08 7.3 4.31|ENVISAT-1-11090322015975-1836.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110903T220159750-20110903T220218110_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 02:05:59.29|2011-09-04 02:06:45.95|49744|161||I2||2718586/2765246|D|16.07 119.63|17.56 119.45 17.37 120.4 14.59 119.79 14.78 118.86 17.56 119.45|ENVISAT-1-11090402055929-4666.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T020559290-20110904T020645950_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 03:34:05.46|2011-09-04 03:37:39.02|49745|162||I6||1990783/2204343|D|54.74 100.48|61.07 101.82 60.95 103.18 57.66 102 54.14 100.88 50.6 99.87 48.4 99.28 48.51 98.28 50.72 98.83 54.25 99.75 57.78 100.76 61.07 101.82|ENVISAT-1-11090403340546-33356.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T033405460-20110904T033739020_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 05:19:29.36|2011-09-04 05:22:01.91|49746|163||I6||2300639/2453189|D|38.26 71.35|42.82 71.91 42.71 72.8 39.38 72.04 35.83 71.25 33.68 70.77 33.8 69.99 35.94 70.44 39.5 71.19 42.82 71.91|ENVISAT-1-11090405192936-23255.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T051929360-20110904T052201910_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 05:36:56.29|2011-09-04 05:37:28.97|49746|163||I7||3347569/3380249|D|-20.14 57.85|-19.11 57.86 -19.24 58.38 -21.17 57.84 -21.03 57.31 -19.11 57.86|ENVISAT-1-11090405365629-3268.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T053656290-20110904T053728970_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 06:49:32.11|2011-09-04 06:53:05.11|49747|164||I6||1689385/1902385|D|72.38 58.15|78.59 63.16 78.38 66.37 75.12 61.87 71.67 58.73 68.19 56.44 66.12 55.33 66.25 53.69 68.32 54.66 71.82 56.63 75.29 59.32 78.59 63.16|ENVISAT-1-11090406493211-33300.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T064932110-20110904T065305110_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 07:07:39.96|2011-09-04 07:08:12.59|49747|164||I6||2777235/2809865|D|13.52 41.2|14.56 41.05 14.43 41.73 12.48 41.33 12.62 40.66 14.56 41.05|ENVISAT-1-11090407073996-3263.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T070739960-20110904T070812590_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 08:37:46.37|2011-09-04 08:46:53.39|49748|165||I6||2169682/2716702|D|34.33 20.39|50.56 23.61 50.44 24.65 47.07 23.77 43.52 22.89 39.97 22.06 36.42 21.27 32.86 20.49 29.31 19.74 25.74 19 22.18 18.26 18.61 17.53 18.03 17.41 18.15 16.72 18.74 16.84 22.3 17.56 25.87 18.27 29.43 18.99 32.98 19.71 36.54 20.45 40.09 21.2 43.64 21.98 47.18 22.8 50.56 23.61|ENVISAT-1-11090408374637-90702.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T083746370-20110904T084653390_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 08:40:17.88|2011-09-04 08:41:35.88|49748|165||I6||2321192/2399192|D|39.25 21.45|41.61 21.53 41.5 22.41 38.2 21.66 36.87 21.37 36.99 20.54 38.31 20.82 41.61 21.53|ENVISAT-1-11090408401788-11800.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T084017880-20110904T084135880_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 10:18:51.00|2011-09-04 10:19:22.99|49749|166||I6||2220388/2252378|D|46.56 -1.92|47.56 -2.17 47.45 -1.2 45.56 -1.68 45.68 -2.62 47.56 -2.17|ENVISAT-1-11090410185100-3199.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T101851000-20110904T101922990_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 10:19:48.32|2011-09-04 10:24:57.43|49749|166||I6||2277708/2586818|D|34.97 -4.52|44.18 -2.96 44.06 -2.04 40.57 -2.86 37.01 -3.66 33.46 -4.44 29.9 -5.2 26.34 -5.94 25.74 -6.06 25.87 -6.79 26.46 -6.67 30.02 -5.95 33.58 -5.22 37.13 -4.49 40.68 -3.73 44.18 -2.96|ENVISAT-1-11090410194832-50911.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T101948320-20110904T102457430_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 11:10:25.28|2011-09-04 11:11:11.85|49749|166||I6||5314698/5361268|A|-38.65 177.38|-39.88 178.38 -40.1 177.54 -37.41 176.42 -37.2 177.22 -39.88 178.38|ENVISAT-1-11090411102528-4657.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T111025280-20110904T111111850_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 12:52:02.34|2011-09-04 12:52:33.99|49750|167||I6||5397865/5429515|A|-34.26 150.57|-35.08 151.32 -35.28 150.53 -33.44 149.85 -33.24 150.62 -35.08 151.32|ENVISAT-1-11090412520234-3165.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T125202340-20110904T125233990_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 15:21:39.20|2011-09-04 15:22:25.78|49752|169||I6||2346767/2393347|D|38.66 -78.9|40.1 -79.03 39.98 -78.17 37.22 -78.79 37.34 -79.62 40.1 -79.03|ENVISAT-1-11090415213920-4658.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T152139200-20110904T152225780_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 16:59:49.49|2011-09-04 17:02:49.22|49753|170||I6||2223024/2402754|D|42.05 -103.21|47.41 -102.44 47.3 -101.47 44.11 -102.25 40.57 -103.09 37.01 -103.89 36.66 -103.97 36.78 -104.79 37.13 -104.72 40.68 -103.96 44.23 -103.17 47.41 -102.44|ENVISAT-1-11090416594949-25973.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T165949490-20110904T170249220_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-04 20:27:39.56|2011-09-04 20:28:16.38|49755|172||I2||2665086/2701906|D|19.55 -155.25|20.75 -155.49 20.56 -154.53 18.36 -155.02 18.55 -155.97 20.75 -155.49|ENVISAT-1-11090420273956-3682.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110904T202739560-20110904T202816380_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-05 01:31:23.84|2011-09-05 01:32:10.72|49758|175||I4||2847665/2894545|D|8.68 125.71|10.15 125.62 9.99 126.39 7.21 125.8 7.37 125.03 10.15 125.62|ENVISAT-1-11090501312384-4688.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110905T013123840-20110905T013210720_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-05 03:03:55.91|2011-09-05 03:04:28.58|49759|176||I1||2385772/2418442|D|36.17 109.05|37.23 108.72 37.02 109.91 35.09 109.38 35.3 108.22 37.23 108.72|ENVISAT-1-11090503035591-3267.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110905T030355910-20110905T030428580_D_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-05 03:52:02.61|2011-09-05 03:53:39.83|49759|176||I6||5272462/5369682|A|-39.62 -72.78|-42.3 -71.08 -42.53 -71.94 -39.57 -73.27 -36.92 -74.36 -36.71 -73.56 -39.35 -72.44 -42.3 -71.08|ENVISAT-1-11090503520261-13722.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110905T035202610-20110905T035339830_A_T-XI0B.jpg||||
ENVISAT-1|ASAR/IM|ASA_IM__0P|ESA.EECF.ENVISAT_ASA_IMx_xS|Archived|2011-09-05 06:22:57.80|2011-09-05 06:27:50.16|49761|178||I6||2299624/2591984|D|34.17 54.6|42.88 56.05 42.77 56.95 39.38 56.17 35.83 55.38 32.27 54.61 28.71 53.86 25.44 53.17 25.56 52.44 28.83 53.11 32.39 53.83 35.94 54.57 39.5 55.32 42.88 56.05|ENVISAT-1-11090506225780-45236.ASA_IM__0P|http://eoliserv.eo.esa.int/browse/ASARz0IM/ASA_IM__0P/ENVISAT_1/20110905T062257800-20110905T062750160_D_T-XI0B.jpg||||
